,Text,Label
911,3 gündür staj için ağır ve tehlikeli işlerde çalışabilir raporu almaya çalışıyorum bu işten korkuyorum,korku
912,İlk kar yağdığında yollar o kadar buz tutuyor ki kaza yapmaktan korkuyorum korku filmi gibi yol ,korku
913,"Ölüm ve acı çekmek korkunç şeyler değildir; korkunç olan, bunlardan korku duymaktır.",korku
914,Ben bugün seni rüyam da ölü olarak gördüm çok korktum çocuk allah korusun,korku
915,Ya intihar etmiş ya of kabus gibi,korku
916,Bugün iki intihar etmek isteyen hesap rt ettim. Kabus gibi.,korku
917,"Kerkük'te büyük facia: 20 ölü, 100 yaralı",korku
918,Cami lojmanı inşaatında facia! Ölü ve yaralılar var..,korku
919,Forma numarasını görünce istemsizce irkildim ,korku
920,"Venezuela'da korkunç şeyler oluyor, Hiçbir yetkinliği olmayan Başkan Maduro halkına eziyet ediyor. Ekonomileri yerle bir olmuş durumda ",korku
921,zaman ilerledikçe ürkütücü bir biçimde kadınlar birbirine benzemeye başladı,korku
922,Ferhat'ı sedyede görence irkildim. ,korku
923,Ne kabustu İnsaf ,korku
924,yine patlama olmuş kaç kişi sorularıyla bir gün tekrar Ölmeye devam ediyoruz birileri yaşarken ,korku
925,Seda sayan da kırmızı gömlekli adamı görünce bir irkildim,korku
926,bugün seni göremeyeceğim için çok endişelendim kuzum,korku
927,Unnie seni kaç kere aradık! Çok endişelendim.,korku
928,Kuraklıktan dolayı Balıkesir’de badem fidanları çiçek açtı çiftçi endişeli ,korku
929,uzaklaş izle kork ve hisset ,korku
930,Ya ne zamandır stalklıyorum yoksun öldün mü kaldın mı endişelendim,korku
931,Acı çeken birisinin intihar etmesi rüyada korkunç bir kabus gören kişinin aniden uyanmasına benzer,korku
932,"Bazen metro beklerken beynim yanlış bir komut verir de metronun önüne atlarım diye korkuyorum, çok pis bir fobi",korku
933,"Dünya aslında karanlık bir rüya, bir kabus, akıl almaz bir boşluk, karadeliğin ta kendisi.",korku
934,"Gece korku filmi izlediğim için uykum kaçtı, sanki perdenin arkasında biri vardı çok korktum yani ödüm koptu",korku
935,Mısra aradı ağlıyor dedim niye ağlıyorsun çok korkmuş bir şey oldu diye bana bir şey olsa burada tivit mi atarım,korku
936,Korktum o nasıl bir bağırıştı,korku
937,Çok korkmuş benim güzel baharım,korku
938,Psikoloğa gitmem lazım ama korkuyorum. Ya birşeyim yoksa ya bu benim normal halimse?,korku
939,"Allah'ım bu akşam gerçek mi, yoksa kabus mu görüyorum... .. aklımı kaçırmak üzereyim... .",korku
940,Herşey tamı tamına bir saniye sürdü. Önce şiddetli bir sarsıntı hemen arkasından ürkütücü bir patlama sesi. Sağa sola koşuşturan insanlar... ,korku
941,"Yazarsam ""bıkar"" yazmasam ""unutur"" diye korkuyorum. Herşey gurur değildir bazen.",korku
942,İçimde öldürdüğüm kişiyi karşımda görmek ürkütücü açıkçası ,korku
943,Derimi yüzmüşlercesine acı çektim evet korktum.,korku
944,Her an cümlem yarıda kalacakmış gibi geliyor. Yeni bir fobi türü olsa gerek... ,korku
945,Bir toplumun kötüde ve kötülükte birleşmesi ürkütücü.,korku
946,"Ameliyat odası size de ürkütücü gelmiyor mu ya? Buz gibi oda, koca koca ışıklar.",korku
947,Yalnız her ikisinin de içinde gizliden gizliye büyüyen bir korku vardı: Bir gün gelip ayrılmak korkusu.,korku
948,Ben en çok sensiz kalmaktan korktum. Bir daha sesini duyamamaktan seni görememekten korktum. Ve korktuğum için oldu bunlar biliyorum.,korku
949,Okuldakileri 2 gündür rüyamda görüyorum kabus gibi uyandım,korku
950,Ölmekten korkmuyorum ama sevilmeden ölmek ürkütücü,korku
951,"Herkes gider birgün, kalırsın bir başına gecenin sessiz ve ürkütücü karanlığında",korku
952,Bize gösterilen yüzünü görürüz ama... Esas ürkütücü olan İnsanın görmediğimiz öteki yüzüdür... ,korku
953,Ve bir gün ürkütücü bir ses duyulacak ötelerden.. ,korku
954,Bunlarla aynı dünyada nefes almak bile ürkütücü,korku
955,"Bilmelisiniz ki; engeller gözlerinizi hedeften ayırdığınız zaman, gördüğümüz o ürkütücü şeylerdir.",korku
956,Söz de uyuyacaktım yine uykum kaçtı ürkütücü bir foto,korku
957,"nehir değil okyanus ve sadece yüzeyi bulanık, derinlerinde ürkütücü bir duruluk mevcut.",korku
958,Ölüm çok ürkütücü ama kurtuluşun tek kapısı bu salak saçma düzende,korku
959,"Çok ürkütücü konuşmuş, kuş taraftarı..",korku
960,hobi yayında sürekli öksürüyor acayip endişelendim,korku
961,"Sevmiyorum, sevemem zira aşırı ürkütücü.",korku
962,beni aramandan mı korkuyorum yoksa hiç aramayacağından mı,korku
963,her gün başkalarının yerine utanmaktan utanmaz arlanmaz bir adam olup çıkacağım diye korkuyorum... ,korku
964,"Haziran ayına gelince ‘'sınav Mart'daydı, kaçırdın'' demelerinden korkuyorum ",korku
965,Konserde sahneye dolma baklava filan atarlar diye korkuyorum,korku
966,Çok korkuyorum bir gün sevmeyi unutacam diye.,korku
967,"Öldürmekten korkmuyorum, kalbimde ölmemenden korkuyorum.",korku
968,Bunlar bizide yakacak ondan korkuyorum,korku
969,herkes ilk notlarını gruba 10-20 diye yazmış bakmaya korkuyorum,korku
970,Öldün mü kaldın mı endişelendim kanki,korku
971,Zira biraz daha ders çalışırsam beynim patlayacak diye çok korkuyorum.,korku
972,"Kararlılığınıza hayranım. Öyle ki, dünyayı yerle bir etmenizden korkuyorum.",korku
973,İçimde biriken hislerin birdenbire patlayarak beni zerreler halinde dağıtacağından korkuyorum.,korku
974,Şu koskaca dünya da yalnız ölmekten korkuyorum,korku
975,Çok yakın bir aile dostumuzun oğluydu ve çok korktum gerçekten of sanırım bi 10 yıl yaşlandım,korku
976,kaç büyüklüğündeydi bu ya korktum galiba,korku
977,Deprem oldu korktum hala sallanıyorum,korku
978,Telefonum titreşimde az önce bir titredi ekran yerinden çıkacak diye korktum ne oluyor bir kendine gel sen telefonsun,korku
979,Seni kaybedeceğim diye çok korktum,korku
980,Ya bir an kör falan oldum sandım nasıl korktum nasıl korktum neyse ki şimdi fark ettim birileri yine hayatımı karartmış,korku
981,Bugün sabah gittim birisinden bahsetti o işten çıktı dediler bende bi o mu diye endişelendim,korku
982,Telefonumdan müzik dinlerken telefonumu kaybettim diye endişelendim,korku
983,vallahi anlamadım bende bir korktum görünce dayanamam,korku
984,Ay aşık olmaktan korktum bi an şu an dehşete kapıldım içim ürperdi niye böyle hissettim ki,korku
985,Çok korktum :(( hayatım gözümün önünden film şeridi gibi geçti,korku
986,Havalar soğuyunca sular da soğuyor. Ve bu şartlar altında makyaj yıkamak kabus gibi oluyor. Yıkamasam mı hiç,korku
987,"Kabus gibi bir grip halı, kitap bile okuyamıyorum.",korku
988,Takımımız Gençlerbirliği'nin üzerine kabus gibi çöktü,korku
989,Bu cümle beynime kabus gibi çöktü uyuyamıyorum.. ,korku
990,Hem uyuyamıyorum uyuyunca da kabus görüyorum. Korku filmi sahnesi gibi ,korku
991,90 larda beyaz toroslar hainler için kabus gibiydi dosta güven düşmana korku verirdi Efsaneler ölmez şekli değişir,korku
992,Korku çok acı kabus gibi Yazamayanları anlayabiliyoruz,korku
993,"Depresyondayım, korku filmi izliyorum altıma sıçmak üzereyim çikolatam da bitti kabus şimdi başlıyor..",korku
994,Dün sadece korku filmlerinden bahsettik diye bile bütün gece kabus gördüm.,korku
995,Geçen hafta peşpeşe 3 gün kabus gördüm şükür ki balık hafızalıyım içeriğini hatırlamıyorum ama içimde bir şeylere karşı korku hissi var,korku
996,"Arkadaş bir kabus gördüm, korku aksiyon dalında Oscar'lık.. Kafama çekiçle vurulmuş gibiyim ",korku
997,Sabah 05:30 da kabus görürken depremle uyanınca ne olduğumu anlamadım yok böyle korku (ama deprem gerçekti),korku
998,Bu bir rüya uyan diye diye uyandığım feci bir kabus gördüm az önce. Bir daha ölene kadar uyumak istemiyorum çünkü korku,korku
999,"Sabahın bu saatine kadar kaç korku filmi bitirdim hepsi kabus olacak, uyudu.",korku
1000,Beni pijamalı evden çıkartıp markete gönderen hayat karşıma tarkan'ı çıkartacak diye ödüm koptu,korku
1001,Koridorun ışığını yaktım tam yatacam arkamdan biri geçti sanki ödüm koptu. Yok mu bir fedai dikin kapıma uyucam.,korku
1002,"Korku filmi izleyeyim dedim daha fragmanında ödüm koptu, izleyemiyecem, dükkanda, gündüz vakti, gelen gidenin içinde bile resmen korkuyorum :(",korku
1003,Yüzüne okumaya o kadar kaptırmışım ki kardeşimin bağırmasıyla ödüm koptu ,korku
1004,Kendi kendini korkutan insan yapmışlar allah canımı almasın ödüm koptu,korku
1005,Ne diyosun ya korktum şu an bir daha yapma öyle kahve,korku
1006,kız bana squat mı yapıyorsun dedi korktum nerelerimi dikizliyon sen,korku
1007,Bugün English Home kasiyeri bana Allah'a emanet olun dedi biraz korktum,korku
1008,İlk defa bir sınavda adımı yazıp çıkcam diye çok korktum neyseki 1 cümle yazabildim,korku
1009,Mesaj mı çekelim diyecektim çarpılırım diye korktum,korku
1010,Bugün 4 yaşındaki yavrularımı hayvan müzesine götürdük. Müzeye girdiğimde ben korktum çocuklar elimi tuttu ... ,korku
1011,bugün derste budist ilahisi dinliyodum hoca flüt dinleyen kimse kapatsın dedi çok korktum,korku
1012,Sezonun böyle biteceğini bilseydim başlamazdım bile son bölümü izlemeye korkuyorum..,korku
1013,Stephan Hawking tam 4 gündür negatif basmamış noldu acaba endişelendim şimdi,korku
1014,çok korktuk ya of çok korkuyorum jackson gelip engel olucak diye ellen'a da gelir falan üf,korku
1015,"Kaybolmuş corabın bulunamayan teki gibiyim . Hadi çıkarın artık beni buradan , çok soğuk ... korkuyorum",korku
1016,korkuyorum titriyorum üşüyorum,korku
1017,Saçlarımı kestirmeye geldim ben bile korkuyorum kendimden şu an,korku
1018,Bu saatte sela okunması ürkütücü,korku
1019,Sesinin bu kadar ürkütücü olduğu şeyin seni bombalaması nasıl korkunç olur hayal edemiyorum.,korku
1020,"Kadını biri bayıltmaya çalışıyor gibi geldi, ürkütücü. Kendinden vazgeç, bayıl der gibi.",korku
1021,Sela sesiyle uyanmak kadar ürkütücü birşey yok.,korku
1022,"Bazı oteller lüks ve konforlu olması ile meşhurdur, bazıları ise ürkütücü olmalarıyla. ",korku
1023,"sessiz iyi demeyin, bazen sessiz en gürültülü sesten daha ürkütücü.",korku
1024,Herşey yolunda mı ? Bir patırtı duymayınca endişelendim ..,korku
1025,Yalnızlık bazen çok huzurlu bazen de çok ürkütücü..,korku
1026,Bir sonraki evreyi düşününce irkildim.,korku
1027,"Karşıma aniden çıkan köpekten irkildim ve o anda köpeğin yüzünde alındığını belirten bir ifade belirdi, köpek bile daha insancıl dedim kendi kendime",korku
1028,Kız çok o kadar sakin konuşuyor ki harbi irkildim,korku
1029,düşünüp irkildim çok kötü olacaz çok. büyük kepaze edecez kendimizi :(,korku
1030,makyaj yapan aklıma ne diyeyim ya panda gibi olmuşum aynaya bakınca irkildim,korku
1031,"Yani irkilmeyene kadar izleme kararı almıştım, ses açıkken her defasında irkildim.",korku
1032,Kaçın burdan başımıza taş yağacak ben irkildim,korku
1033,"Otobüste eşya koyma yerinde uyurken, bir anda bir irkildim baktım ki kadın çantasını kucağıma koymuş akbil arıyor, bu ne cesaret yiğidim",korku
1034,Abi takibe aldin bir irkildim tedirgin oldum. Takibe aldıkların çok yaşamıyor nota mı vericen pike mi yapıcaksın bana,korku
1035,Allah cezanızı vermiye emi ütüyü kızgın tasavvur ettim irkildim,korku
1036,"Dalgın dalgın yürürken ani fren sesine irkildim, şöfor hemen inip hatalı olduğunu söyledi ve özür diledi ben utandım.",korku
1037,"Günlerden bir gün dar, derin, karanlık Evka sokaklarında dolaşırken bir ıslık duydum. Biraz irkildim çünkü gecenin bu saatinden sonra",korku
1038,Piyasa uzmanları endişeli.. Ekonomi iyi gitmiyor ,korku
1039,Gazprom endişeli: ABD'nin yaptırımları ‘Türk Akımı' için risk,korku
1040,Hindistan Müslümanları endişeli: Evlerimiz işaretleniyor ,korku
1041,Dün komple rüya olsaydı kocaman bir kabus gibi hatırlasaydım ..!!!!,korku
1042,Rüya gördüm rüyada denmez kabus gibi birşeydi,korku
1043,Arkadaş şu 2 hafta kabus gibi çöktü futbolsuz ve herşeyden önemlisi Beşiktaş'sız olmuyor be.!,korku
1044,Kabus gibi bir günün ardından yarın 3/B ye dersim var. Ölmeden mezara girmek bu bence,korku
1045,Yine saçma sapan kabus gibi rüyalar gördüm onlardan kurtulup güne adapte olana kadar gece olcak,korku
1046,Ah vizeler kara vizeler kabus gibi çöken vizeler,korku
1047,Çok korkunçtu ya germek gibiydi 3'dür bu rüyayı görüyorum hayrolur inşallah,korku
1048,"Allah'ım kabusları dan uyandır beni minik oğlumu kaybettim bir tatil beldesinde, hala arıyordum ve korkunçtu. Ne biçim günaydın bu ya.",korku
1049,içimde öldürdüm önce rüyamda gördüm sonra karşımdaydı ve korkunçtu,korku
1050,"görüntü korkunçtu. ama daha korkunç olanı; sağlığa bu kadar titiz olan ülkemin, tecavüzcüleri serbest bırakılıyor olması.",korku
1051,Dünyanın en kötü rüyasını gördüm pompalı tüfekle annemi babamı ablamı vurduktan sonra intihar ettim aşırı korkunçtu,korku
1052,Allah'ım çok korkunçtu ya,korku
1053,Yanlışlıkla birini takip ettim hemen geri aldım çok korkunçtu,korku
1054,Bulaşık yıkadım çok korkunçtu bir an ölücem sandım,korku
1055,rüyamda konuşurken uyandım cümlemi bitirdim ve dediklerimi duydum. aşırı korkunçtu,korku
1056,Tam ölü taklidi yapmalık bir gün,korku
1057,Stockholm'de bir kadın ölü bulundu,korku
1058,Marcel'e stajyer muamelesi yapılacağından çok endişeliyim,korku
1059,Gelecek için çok endişeliyim ama çaba gösteremiyorum.,korku
1060,30 mükemmel bir yaş olabilir lakin bana çok korkutucu geliyor,korku
1061,Yeni birine alışma ihtimali bile çok korkutucu.,korku
1062,Evden değişik sesler geliyor biraz korkutucu,korku
1063,"Gözlerime bak ve tekrar et! Yaşamak, ölüm kadar korkutucu.",korku
1064,arkadaşlar bir süredir böyle aynı anda aynı şeyleri yazıyoruz korkutucu ,korku
1065,İçinizde öldürdüğünüz kişiyi karşınızda görmek çok korkutucu değil mi?,korku
1066,olayla ilgili hiçbir bilgisi olmayıp da her şeyden bu kadar emin olmak gerçekten çok korkutucu.,korku
1067,"timeline bildiğin boş sokak gibi, bakınca endişelendim adeta.",korku
1068,gerçekten ürkütücü bir aile ama onlardan da olsam fena olmazdı diye düşünmüyor değilim,korku
1069,İnsanın insana benzer yaratımlar yapması ürkütücü :/ ,korku
1070,Sürekli yer bildirimi yapan takipçim vardı 2 gündür gönderi yapmıyor endişelendim,korku
1071,okula gidip gelene kadar sıcaktan eriyecem diye endişelendim resmen bu ne ya ,korku
1072,Tamam anladık selamsız giriyorsun da sessiz neden geliyorsun kardeşim ödüm koptu,korku
1073,batuhanla spor yapıcaz korkuyorum tayt giydi,korku
1074,"Ya miyav diyen küçük bir canlıdan niye korkuyorum bilmiyorum, ama korkuyorum yanıma yaklaşması bile büyük bir şey",korku
1075,"geçmişe dönüp bakmak dahi istemiyorum çünkü sen varsın, gülüyorsun ve yine yeni yeniden severim diye korkuyorum",korku
1076,birinin telefonu çalınca neden ben geriliyorum acaba lütfen herkes sessize alsın ben korkuyorum,korku
1077,Bir an bütün hesapları ROK ele geçirmiş olabilir mi diye endişelendim!..,korku
1078,Artık pantolon almaya korkuyorum rengi giderse diye,korku
1079,Sana bir şey olacak diye o kadar korkuyorum ki gözlerim hep biraz ıslak,korku
1080,Şu insanların kapılarının önünden geçerken eve girecekmiş gibi geçmeyin kapıyı bir açtım korktum ,korku
1081,Jimin'in kulağına bir şey mi olmuş çok endişelendim şu an,korku
1082,Yemin ederim açılacaktım ucundan döndüm yine korktum yapamadım gitti konuşalım dedim tamam dedi ama gidemedim ben,korku
1083,Geçtim karşısına tam patır patır her şeyi söylüyorum korktum yumuşamaktan,korku
1084,Melek yüzlü adam bir an şeytana dönüştü korktum bir an ben,korku
1085,az önce biri aradı korktum ne oldu anlayamadım,korku
1086,"Ayakkabıcı sıkıyorsa alma dedi, bende korktum aldım.",korku
1087,Matçıya kısık sesle sus dedim hoca duydu tamam dedi amk sikecek diye çok korktum,korku
1088,Korkunç baksanıza bunlar adamı öper ,korku
1089,"Bunun gerçek olabilme ihtimali korkunç, eğer gerçekse çok daha korkunç ",korku
1090,Yakın zamanda robotlar bizi geçecek bu çok korkunç sonumuzu getirecekler,korku
1091,Gece rüyamda gördüğüm insanın sabah mesaj atması nedir ? ürktüm bir,korku
1092,Bu nasıl bir havadır be. Kapkaranlık uu dışarı çıkınca resmen ürktüm,korku
1093,Çok korkutucu değil mi adamın yerinde olmak istemezdim ürktüm yani ,korku
1094,"Gecenin bu saatinde hemcinsimden bu mesajı aldım, ciddi anlamda ürktüm, bu mesajı başka kişiler tarafından neden almıyorum Allah'ım? ",korku
1095,İzlerken çok korkak olduğumu farkettim.bakarken bile ürktüm :),korku
1096,taksiciden biraz ürktüm sümkürüp kendinden tiksindir diyen fav,korku
1097,Gerçekten çok yazılıp çizildi ürktüm şahsen,korku
1098,8. Şubenin deposu ve personel alanı tam korku filmi çekilecek gibi ayarlanmış ürktüm,korku
1099,Otobüsteyim yanımdaki kadın müge anlı izleyip çay içiyor bazen de YUH cani şerefsiz diye tepkiler veriyor ürktüm,korku
1100,Düşünsenize üniversiteyi kocaelinde okuyorsunuz ay kabus gibi,korku
1101,Kötü bir kabus gördün diye rüyalarından vazgeçme!,korku
1102,Otobüs kartım tam çekmeye başladı ve ben artık öğrenci değilim resmen kabus,korku
1103,Bugün baya baya güneş için endişelendim,korku
1104,Kayıp korkusuyla sınanmak çok kötü umarım kabus görüyorumdur,korku
1105,Tek kelime ile muazzam ve bir o kadar ürkütücü ,korku
1106,İnsanın aciz olduğunu ara ara Rabbimin hatırlatması... ürkütücü bir manzara. ,korku
1107,Bana çok korkutucu geliyor. Daha alışamadım bu fikre. Alışmak istiyor muyum o da ayrı.,korku
1108,30 mükemmel bir yaş olabilir lakin bana çok korkutucu geliyor,korku
1109,Yeni birine alışma ihtimali bile çok korkutucu.,korku
1110,Instagram hesabı olup hiç fotosu olmayan hesaplar çok korkutucu değil mi yav.Takip isteği atıyorlar kabul etmiyorum,korku
1111,Evden değişik sesler geliyo biraz korkutucu,korku
1112,Buradaki korkunç durum şu ki azılı bir kafir dahi mizanda bu sapkın dinin islam olmadığına şehadet edecek Ne rezil bir durum düşünsenize,korku
1113,Hakikaten insanlar korkudan mı yoksa cidden umursamadığından mi bu halde. Çok korkunç durum,korku
1114,Bu korkunç durum son görevimizle ilgili değil. Haberimiz bile olmadan en baştan beri bu savaşın içindeydik biz..,korku
1115,"Bir ilişkide en korkunç durum bir kızın soğumasıdır kendinizden soğutmayın beyler, kaybedersiniz.",korku
1116,İlk defa bi arkadaşım için endişelendim. gidiyorum buralardan diyip internetini kapadı..,korku
1117,üniversitenin bizleri soktuğu o korkunç durum !! ,korku
1118,"Sanırım benim için en korkunç durum bu, kelimelerim tükendi",korku
1119,Eleştirilen şey insanın başına gelince hissedilen o korkunç durum,korku
1120,Sebebini söylerim ama yine linç yemekten korkuyorum siz bulun daha iyi ,korku
1121,Sabunlanan fare çok ürkütücü değil mi?,korku
1122,Öldün mü kaldın mı endişelendim,korku
1123,Hocam ehliyet alabilecek miyim? Durum vahim mı hocam korkuyorum hocam,korku
1124,İnsan saç kestirmekten korkar mı.. Korkuyorum yeminle. Ama kestirmem de lazım artık.,korku
1125,Seni tekrar göreceğim günü beklerken ölmekten korkuyorum,korku
1126,"mecbur kalmadıkça kimseye alışmamaya çalışıyorum, alışınca kaybetmekten korkuyorum ve ben korkmaktan hoşlanmam",korku
1127,Böcek hala odamda bırr ürktüm,korku
1128,Sanki korku filmi izliyoruz ürktüm ya ,korku
1129,Gizli tanığı gece rüyamda görsem korkarım ürktüm,korku
1130,Onu görünce ben de ürktüm bir başta sonra yeni hesap yazısını gördüm.,korku
1131,inşallah gözlerim bozulmuştur yanlış görmüşümdür resmen ürktüm,korku
1132,Aklıma korku filmlerindeki ranza sahneleri geldi sanki biri arkamda beni izliyormuş gibi ürktüm.,korku
1133,Temizlik şirketlerinin çoğalması endişe verici kimse evde temizlik yapmıyor mu? ,korku
1134,Son görülme saatin endişe verici rakamlara ulaştı.,korku
1135,"Yaşarsa konuşma ihtimali çok yüksek onun icin daha endişe verici, ölürse sorun ortadan kalkar!",korku
1136,Bütün beterin beteri vardır örneklerini kendi hayatımdan verebilmem çok endişe verici.,korku
1137,"Fed/Evans, ""ABD'de enflasyon bekleyişlerindeki düşüş endişe verici""",korku
1138,"Seriyi Amazon'un üstlenmesinden daha endişe verici bir şey varsa, o da seriyi PJ'den başkasının eline bırakmak.",korku
1139,çapraz masamızda oturan insanların bizle tam olarak aynı siparişi verdiği hafif korkutucu günden merhaba,korku
1140,Şu an dışardan korkutucu sesler geliyor sanki kıyamet,korku
1141,Dünya daha korkutucu bir hal aldıkça sanat da daha soyut hale geliyor.,korku
1142,Gündüzün sessizliği geceden daha korkutucu benim için... ,korku
1143,Ölüm mü bu yoksa araftamıyım özgür bu her ne ise yaşamaktan daha korkunç,korku
1144,"Ölüm ve acı çekmek korkunç şeyler değildir; korkunç olan, bunlardan korku duymaktır.",korku
1145,"Korkunç olan ölüm değil, yaşanan ya da yaşanamayan hayatlardır",korku
1146,Ölüm kötü insanlar için çok korkunç bir bekleyiştir. ,korku
1147,Arkadaşlar her an birbirimizin ölüm haberini alabiliriz sizce de bu çok korkunç değil mi,korku
1148,Sabah sabah ölüm haberiyle uyanmak... Babasız kalmanın acısı korkunç bir şey değil mi? ,korku
1149,Çamlıca Televizyon Radyo Kulesi inşaatında korkunç ölüm! 220 metre yükseklikten aşağıya düştü,korku
1150,Benim çok oluyor bir anda nefesim kesiliyor sanki ölüm anını yaşıyorum çok korkunç ,korku
1151,"Sevenler Ölüme bile birlikte yürürler, çünkü ölüm bile ayrılıktan daha korkunç değildir.",korku
1152,Kendimi burada bulmaktan korkuyorum ,korku
1153,Yalçın Çetin'le Reha Kapsal bir gün öpüşecek diye çok korkuyorum.,korku
1154,Yine pasaport kaybetme gibi bir olay mı oldu acaba çok endişelendim,korku
1155,Ya sen iyi kalbinden dolayı bir gün çok kötü sakatlanacaksın ondan korkuyorum,korku
1156,Lütfen yaşlı amcalar ve aşırı kaslı erkekler beni takip etmesin korkuyorum çünkü,korku
1157,Bir torba ilaç içtim. Yarın iş var. Dışarı çıkmaya korkuyorum. ,korku
1158,Evlenmeyin amk sırana bana geliyor diye çok korkuyorum.,korku
1159,Bir an çatıdan atlıyacak sandım ödüm koptu ,korku
1160,Kabus gördüm amk ödüm koptu,korku
1161,Risk almaktan hiç korkmadım ama sevdiklerimi üzerim diye ödüm koptu hep... ,korku
1162,"Ayakta gittiğim dolmuşta şoför emniyet kemerini takmamış, endişelendim",korku
1163,Fernando ikinci sarıyı görecek diye ödüm koptu,korku
1164,tam filme daldım bir anda telefonum çalmaya başladı ödüm koptu,korku
1165,Bilgisayarım açılmıyordu kafamı klavye kısmına koyup çaresizce beklerken birden açıldı ödüm koptu lan,korku
1166,En ürkütücü kısım dünyanın en büyük bilim adamlarından birinin eşcinsel olduğu için ölmek zorunda kalması :(,korku
1167,Payitaht İstanbul daha ürkütücü ama Dünya için ;),korku
1168,inanılmaz ürkütücü.. umarım 10.dk yalandan sakatlanır :( ,korku
1169,Gök gürültüsü neyse de o şimşek kısmı sizce de biraz ürkütücü değil mi,korku
1170,Küçükken radyoyu her açışımda ilaç gibi radyo diyordu ürkütücü ses hala kulaklarımda çınlıyor,korku
1171,Göğsü öne verip direksiyona yapışmakta istemezsin inşallah endişelendim..,korku
1172,1997 yılında bir hastalık geçirmiştim Samatya SSK'da yatmam gerekti vallahi kaçtım hastaneden yatmadan. O kadar korkunçtu ki.,korku
1173,Hayatımda ilk defa düdüklü tencere patlamasına denk geldim. O da benim çorba yapışıma denk geldi. Korkunçtu. İyiyim.,korku
1174,"Yalnızlığın korkunçtu bahanesi. Her nefes alışında cigerine batıyor, battıkça alıştırıyor ve aynı yerden tekrar tekrar kanatıyordu. ",korku
1175,"Dudağımın iki farklı kısmında uçuk çıkmaya başlıyor, gördüğüm rüyalar o derece korkunçtu",korku
1176,Gözlerimi hate my life diye fısıldayarak açtım BİRAZ KORKUNÇTU,korku
1177,Hepimizin o an araba çarpsa da burda bitse dediği bir an vardır. Ben hangi cadde de öldüğümü hatırlıyorum. Korkunçtu,korku
1178,Gözümü kapıyorum o an geliyor Allah'ım ne korkunçtu ya,korku
1179,Dün kadıköy leş gibiydi leş önünden geçme gafletinde bulundum çok korkunçtu,korku
1180,Üniversitenin itiraf sayfasında az önce tam olarak kendimi selfie çekiyordum cümlesini okudum. Korkunçtu.,korku
1181,Rüya da muğlaya gitmiştim geri gelemiyodum çok korkunçtu ya,korku
1182,Müslüman olan bir anda patlayacak diye çok korktum.,korku
1183,gizem bana küstü zannetmiştim çok korktum allahtan küsmemiş yeniden doğmuş gibiyim,korku
1184,istanbulda 30dk yalnız kaldım korktum köylü olduğum için,korku
1185,Kızlar gratise ne yapmışsınız öyle korktum,korku
1186,telefonumu titreşime almıştım mertcanın bildirimlerinden sonra daha da almam korktum amk,korku
1187,Bu gece herkes borunun içinden geçen tesisatçı görücek rüyasında kabus gibi,korku
1188,Bu hafta kabus gibi bir hafta. Bütün branşlarda yenilmişiz ,korku
1189,Kadın basketbol takımımız da yenildi kabus gibi bir haftasonu daha..,korku
1190,Korkutucu bir hava var,korku
1191,Tepki geldi biraz gelmemesi korkutucu olabilirdi ..sertleşmesi farklılaştırır yönü,korku
1192,Elektrik gidince İdil sokağı. Böyle bir karanlıkta okula gitmek korkutucu oldu. ,korku
1193,"bazen hayat yalnız kalmamak için verdiğimiz mücadeleden ibaret diye düşünüyorum, çok korkutucu",korku
1194,Yarın hayatımın en korkutucu sınavına hiç çalışmamış olarak girmenin haklı gururunu yaşıyorum... Totem yaptım... ,korku
1195,Durduk yere endişelendim şu an.,korku
1196,Elektrikli battaniye mi?? Uçurumdan ip üstünde geçmek daha az korkutucu,korku
1197,Hissiz kalmak yalnız kalmaktan daha korkutucu.,korku
1198,Herşey yolunda. Ve bu çok korkutucu.,korku
1199,Çok huzurluyum ama içinde bulunduğum huzur çok korkutucu.,korku
1200,"Eğer yanıtlarım seni korkutuyorsa, korkutucu sorular sormaktan vazgeçmelisin.",korku
1201,çok korkutucu birşey izledim uykum var ama uyuyamıyorum,korku
1202,daha fazla büyümek istemiyorum çok korkutucu,korku
1203,İçinizde öldürdüğünüz kişiyi karşınızda görmek çok korkutucu değil mi?,korku
1204,"Zaman geçtikçe, beni tanıyan insan sayısının azlığına daha çok şahit oluyorum. Tanıdıklarını sandıklarımın da azalması endişe verici..",korku
1205,Efes'in 16 basketin ancak altısını asist üzerinden bulabilmesi biraz endişe verici. Guardlar toplam 1 asist.,korku
1206,Nankörlük seviyen endişe verici boyutlara ulaştı,korku
1207,Bu durum pek çok dünya ülkesinde bu şekilde. Aşağıdaki haberdeki gelişmeler Türkiye adına endişe verici.,korku
1208,İstikrarsızlık giderek yayılıyor olması endişe verici. ,korku
1209,Dünya gittikçe daha endişe verici bir yer olmaya başladı.,korku
1210,Endişe verici bir sakinlik bu içinden hiç çıkmak istemediğim,korku
1211,Aşıların işe yaramadığını zannedenlerin sayısının artması endişe verici. Artık her yerdeler.,korku
1212,Ya köpekbalıkları insan eti yemezler öyle korku filmi mi olur,korku
1213,Korkupta korku filmi izleyen bizdendir,korku
1214,"Sonra durdum ve dedim ki, korku filmi izleme, metal müzik dinleme! Psikolojin bozuluyor. ",korku
